ensgene,Hipposideros armiger,Rhinolophus affinis,Myotis laniger,Miniopterus fuliginosus,Taphozous melanopogon,Cynopterus sphinx,Rousettus leschenaultia,Eonycteris spelaea
ENSMLUG00000000445,133.86,109.6,91.69,74.63,84.33,244.12,43.95,15.55
ENSMLUG00000015922,0,52.83,0,0,0,0,0,0
ENSMLUG00000016920,0,0,38.98,4.91,15.92,0,0,8.71
ENSMLUG00000003950,0,56.06,32.84,27.63,67.98,26.65,50.19,19.67
ENSMLUG00000016888,208.78,281.74,189.4,219.14,157.16,228.85,187.22,106.52
ENSMLUG00000003625,32,5.26,21.11,28.98,23.69,22.14,28.47,15.03
ENSMLUG00000015041,53.14,51.09,79.82,61.99,79.6,37.77,78.82,62.64
ENSMLUG00000001353,58.11,41.83,34.33,9.06,0,18.34,36.1,32.37
ENSMLUG00000007264,10.5,0,3.43,0,13.05,6.4,5.45,8.82
ENSMLUG00000004285,12.98,4.38,19.48,7.08,16.96,8.35,17.84,9.47
ENSMLUG00000000034,0,0,0,0,37.3,0,0,0
ENSMLUG00000024657,15.22,13.18,25.21,16.23,112.13,13.97,26.86,34.64
ENSMLUG00000008081,0,0,5.09,7.13,8.21,0,3.28,5.95
ENSMLUG00000014329,70.18,38.08,25.8,25.56,59.07,17.35,27.29,30.3
ENSMLUG00000003223,9.42,8.21,11.46,16.85,21.39,35.96,7.53,8.95
ENSMLUG00000007636,103.49,85.27,190.82,138.94,93.02,151.4,106.16,83.87
ENSMLUG00000001314,0,4.47,4.43,4.78,5.65,0,0,5.6
ENSMLUG00000008260,19.94,6.26,7.87,7.71,26.59,0,15.48,21.19
ENSMLUG00000006287,0,0,0,0,0,18.12,0,0
ENSMLUG00000016772,18.69,55.04,33.28,40.45,51.3,63.83,34.83,29.34
ENSMLUG00000005505,0,0,0,0,0,4.37,7.56,16.01
ENSMLUG00000001557,9.66,45.73,136.36,590.07,109.65,216.14,105.21,77.04
ENSMLUG00000023258,0,0,3.03,0,0,0,0,0
ENSMLUG00000023072,16.99,16.02,33.66,20.25,14.01,29.37,28.82,27.06
ENSMLUG00000030577,42.3,29.69,37.25,27.66,18.96,56.6,21.14,32.5
ENSMLUG00000007629,0,0,27.12,19.27,140.49,66.63,20.26,3.48
ENSMLUG00000009276,0,54.15,55.33,34.03,0,0,0,0
ENSMLUG00000005648,5.56,11.14,6.69,4.65,0,0,0,0
ENSMLUG00000013149,19.79,3.64,8.92,5.74,0,13.39,9.97,11.51
ENSMLUG00000005684,15.71,8.88,6.53,7.21,7.31,22.18,11.4,20.05
ENSMLUG00000002279,156.05,155.28,111.58,149.42,145.26,172.46,127.74,164.78
ENSMLUG00000011555,9.26,6.09,5.54,4.96,9.34,13.63,13.52,7.94
ENSMLUG00000006306,0,2.2,0,0,0,0,0,0
ENSMLUG00000011059,70.76,109.88,39.28,31.9,15.24,45.55,47.56,28.86
ENSMLUG00000002139,83.26,59.09,58.37,29.55,69.25,53.34,62.12,47.38
ENSMLUG00000024745,1.1,3.98,6.53,0,4.88,0,0,0
ENSMLUG00000008072,0,10.01,16.34,13.02,11.48,7.52,20.76,13.89
ENSMLUG00000000784,34,21.53,15.11,18.71,21.88,16.64,26.3,27.1
ENSMLUG00000011640,43.41,19.11,12.27,10.16,30.18,10.48,0,28.41
ENSMLUG00000013012,22.28,26.83,34.72,15.29,20.82,22.06,18.31,15.96
ENSMLUG00000013418,0,0,18.35,8.29,0,0,0,0
ENSMLUG00000011182,0,5.82,0,0,0,10.26,0,0
ENSMLUG00000014724,48.29,24.49,100.05,66.49,43.67,68.72,51.09,34.68
ENSMLUG00000023531,0,31.55,0,0,0,30.92,0,0
ENSMLUG00000004088,36.28,36.12,20.62,14.41,55.13,52.82,69.71,33.97
ENSMLUG00000004246,249.61,142.99,165.43,66.64,226.36,106.88,168.32,73.12
ENSMLUG00000014746,14.7,13.95,0,89.94,165.8,43.05,14.77,0
ENSMLUG00000015875,0,0,0,4.56,0,0,0,0
ENSMLUG00000013086,16.95,15.38,11.51,8.07,43.31,8.6,5.9,6.63
ENSMLUG00000017501,193.34,137.42,121.24,62.59,64.71,70.71,93.46,106.63
ENSMLUG00000001212,60.87,95.76,77.62,50.61,93.26,116.82,231.93,130.02
ENSMLUG00000004772,43.93,28.55,44.96,33.95,75.98,64.9,50.76,36.06
ENSMLUG00000009249,7.63,7.43,9.87,11.7,11.57,46.79,14.19,16.61
ENSMLUG00000028250,0,0,0,0,2.78,0,0,0
ENSMLUG00000012529,15.65,14.19,17.71,6.13,48.68,13.7,13.95,16.34
ENSMLUG00000008386,24.9,12.9,8.58,14.42,0,0,28.44,14.76
ENSMLUG00000009474,0,20.33,0,0,43.77,0,0,0
ENSMLUG00000016332,10.26,11.14,20.37,16.15,15.15,12.28,18.64,18.09
ENSMLUG00000028240,39.06,25.46,25.43,25.95,30.87,0,0,20.39
ENSMLUG00000012084,6.91,10.1,23.05,16.94,6.7,10.48,3.98,7.75
ENSMLUG00000007404,0,0,5.43,3.71,0,13.89,0,3.44
ENSMLUG00000016937,307.8,67.37,116.96,18.26,83.03,28.96,151.12,103.31
ENSMLUG00000025014,0,0,0,0,0,4.11,0,0
ENSMLUG00000012328,23.78,11.77,11.27,6.82,48.17,43.72,48.22,20.5
ENSMLUG00000002435,32.34,9.86,12.5,6.84,35.14,10.54,9.41,18.36
ENSMLUG00000009703,14.11,6.67,14.12,10.61,25.27,22.33,13.69,7.73
ENSMLUG00000017071,21.05,6.8,16.72,20.43,16.08,6.28,16.39,17.62
ENSMLUG00000001755,0,133.88,0,0,0,0,185.63,168.65
ENSMLUG00000012633,125.52,103.32,0,39.1,55.22,65.96,170.5,0
ENSMLUG00000005487,0,0,2.84,3.51,0,0,0,0
ENSMLUG00000006213,0,4.85,4.33,0,6.74,0,0,0
ENSMLUG00000017004,275.96,520,238.81,241.44,241.69,353.46,277.32,219.34
ENSMLUG00000000039,44,19.65,18.2,8.07,10.65,11.86,16.57,13.36
ENSMLUG00000029879,54.77,29.51,54.73,75.66,73.73,38.89,56.63,55.86
ENSMLUG00000017217,81.45,77.39,50.1,55.42,81.29,62.02,52.87,52.44
ENSMLUG00000009199,26.62,0.69,11.22,28.73,27.28,26.28,16.57,18.37
ENSMLUG00000016026,30.74,22,17.34,19.46,48.81,26.89,22.61,11.82
ENSMLUG00000017662,0,7.65,3.93,4.77,22.26,0,22.07,12.1
ENSMLUG00000004984,20.25,29.62,19.51,9.05,53.97,44.46,52.29,29.42
ENSMLUG00000010894,11.43,4.23,3.66,2.76,6.06,0,0,0
ENSMLUG00000001093,0,0,0,0,8.55,15.34,8.95,5.76
ENSMLUG00000017171,10.83,13.36,13.29,7.65,28.98,18.63,12.98,8.74
ENSMLUG00000024985,111.83,85.93,81.68,106.63,119.69,109.18,144.14,57.75
ENSMLUG00000025237,54.96,64.63,158.24,63.77,0,210.99,84.57,91.9
ENSMLUG00000007486,11.4,7.37,10.21,5.65,18.13,9.04,6.94,11.12
ENSMLUG00000001389,41.33,67.91,83.13,64.66,34.34,31.19,79.38,91.96
ENSMLUG00000010409,34.85,18.59,23.64,18.93,28.19,28.23,17.66,24.22
ENSMLUG00000012220,0,0,0,16.47,0,35.33,0,0
ENSMLUG00000015734,14.85,15.82,67.12,70.81,21.25,57.68,35.9,49.87
ENSMLUG00000016899,0,2.72,3.38,6.34,0,9.59,0,0
ENSMLUG00000002264,30.21,22.57,18.4,15.12,0,0,25.57,22.64
ENSMLUG00000007760,28.88,0,26.52,25.14,21.98,30.75,20.14,10.24
ENSMLUG00000014670,240.77,87.25,71,54.11,141.27,87.62,126,46.24
ENSMLUG00000016200,0,0,0,0,66.08,0,0,0
ENSMLUG00000008771,159.1,242.6,158.85,163.38,235.98,194.89,162.39,184.23
ENSMLUG00000012793,0,0,2.5,6.04,24.76,11.42,6.88,0
ENSMLUG00000005549,15.67,16.27,8.91,8.65,15.52,21.21,14.15,16.76
ENSMLUG00000000090,21.17,15.04,15.64,13.73,24.31,32.71,13.55,10.88
ENSMLUG00000003915,3.84,3.05,7.9,7.19,0,5.05,9.99,19.24
ENSMLUG00000016585,36.14,42.61,40.37,20.36,101.89,28.68,41.77,34.86
ENSMLUG00000017424,0,10.91,0,3.34,0,24.65,4.32,4.53
ENSMLUG00000013663,14.6,67.95,15.63,7.79,28.97,13.97,27.58,21.68
ENSMLUG00000011460,0,30.26,10.93,0,40.55,21.75,37.44,0
ENSMLUG00000000952,12.19,21.69,5.92,7.35,0,0,7.6,11.09
ENSMLUG00000017112,19.64,0,0,0,73.86,0,0,0
ENSMLUG00000024498,0,0,0,4.95,0,0,0,0
ENSMLUG00000007336,19.2,0,5.84,6.23,0,32.69,34.64,18.62
ENSMLUG00000013691,0,4.12,3.93,4.3,0,0,17.82,8.01
ENSMLUG00000006148,66.92,30.47,7.49,9.52,6.94,0,24.6,34.45
ENSMLUG00000007095,31.3,24.63,9.7,15.38,119.21,42.1,104.89,22.82
ENSMLUG00000004217,38.67,29.75,120.39,19.5,28.38,26.41,23.08,17.52
ENSMLUG00000015350,40.1,37.77,36.39,48.46,26.28,18.27,16.92,29.35
ENSMLUG00000002332,33.38,41.18,63.62,30.69,66.94,53.47,34.42,29.26
ENSMLUG00000025903,54.56,119.62,169.64,78.6,126.15,82.67,206.36,271.63
ENSMLUG00000002374,0,1.35,0,7.57,0,0,0,0
ENSMLUG00000017481,20.37,7.6,13.77,10.62,45.68,26.17,56.04,15.55
ENSMLUG00000014644,108.13,72.3,61.57,58.62,151.45,67.99,80.43,72.56
ENSMLUG00000011893,20.06,0.56,27.79,29.6,26.77,10.1,7.2,10.68
ENSMLUG00000002894,48.74,15.64,0,7.99,19.05,0,0,19.62
ENSMLUG00000002636,4.58,0,3.74,4.66,0,0,13.56,3.16
ENSMLUG00000027380,8.17,0,1.64,4.84,0,4.19,0,0
ENSMLUG00000025702,0,0,0,0,0,0,4.54,0
ENSMLUG00000005230,26.54,12.52,15.93,15.01,24.42,19.56,15.15,11.33
ENSMLUG00000025574,26.72,21.72,12.95,6.6,13.76,10.44,9.37,16.79
ENSMLUG00000006123,57.58,35.01,36.02,14.27,33.5,23.8,74.14,41.57
ENSMLUG00000014841,16.88,12.31,26.05,19.44,15.47,10.43,21.74,20.03
ENSMLUG00000014313,36.82,13.69,16.64,7.97,51.45,17.37,14.8,14.76
ENSMLUG00000017225,28.52,15.24,25.03,28.34,42.45,50.32,28.88,31.82
ENSMLUG00000000867,86.16,140.9,183.64,124.98,225.04,260.65,248.92,333.17
ENSMLUG00000006972,42.07,21.4,16.9,10.57,20.86,13.15,20.17,9.65
ENSMLUG00000003015,19.6,16.26,30.36,35.01,16.48,10.96,12,4.71
ENSMLUG00000005530,119.31,67.3,60.01,14.58,135.49,116.68,80.16,69.34
ENSMLUG00000001370,22.24,6.78,9.99,8.76,19.31,11.87,11.53,11.22
ENSMLUG00000004023,24.41,40.13,32.84,20.37,21.06,21.83,50.22,35.95
ENSMLUG00000006598,26.21,10.76,17.06,18.27,83.51,17.83,21.39,21.07
ENSMLUG00000023159,0,0,0,0,0,0,12.21,0
ENSMLUG00000023838,0,0,0,1.46,0,0,0,0
ENSMLUG00000002970,43.95,21.6,38.68,15.1,38.87,28.19,33.24,26.54
ENSMLUG00000005046,36.4,26.31,38.4,29.71,34.07,46.18,40.07,75.47
ENSMLUG00000014207,13.64,17.78,18.35,12.42,19.3,14.24,13.66,15.58
ENSMLUG00000006630,22.48,36.41,34.46,25.19,57.62,18.89,25.36,31.5
ENSMLUG00000017575,49.59,23.38,27.21,12.14,38.21,15.79,34.93,32.41
ENSMLUG00000006871,13.97,12.31,8.31,7.01,16.37,26.89,12.86,6.75
ENSMLUG00000017571,8.48,0,6.57,7.95,50.79,12.04,18.45,6.43
ENSMLUG00000001238,45.23,15.86,23.81,109.08,53.19,8.55,0,0
ENSMLUG00000001635,0,0,9.72,0,0,0,0,0
ENSMLUG00000001719,12.44,6.86,5.39,10.76,27.62,8.87,0,7.23
ENSMLUG00000025914,0,0,2.61,2.19,0,0,0,4.6
ENSMLUG00000011695,48.01,48.55,25.17,24.48,101.49,47.45,78.86,51.02
ENSMLUG00000014473,7.27,3.89,15.08,3.68,23.6,77.28,19.29,3.98
ENSMLUG00000028814,18.86,36.64,50.14,69.74,42.88,50.94,72.98,30.35
ENSMLUG00000001324,45.23,39.9,29.43,22.44,59.1,28.19,73.13,26.75
ENSMLUG00000012312,5.72,7.91,0,0,0,0,0,0
ENSMLUG00000005365,18.96,10.28,12.09,5.15,14.2,11.64,15.44,9.87
ENSMLUG00000024024,25.86,0,0,20.28,0,0,0,0
ENSMLUG00000003074,0,27.59,0,0,0,0,0,0
ENSMLUG00000011678,0,0,10.3,7.04,0,0,0,0
ENSMLUG00000002148,4.14,0,8.89,4.58,0,0,1.79,0
ENSMLUG00000017401,139.67,276.86,277.59,0,147.94,293.14,322.43,153.66
ENSMLUG00000002511,62.01,30.1,50.23,32,39.33,61.32,37.79,41.01
ENSMLUG00000014078,22.54,18.39,11.65,7.96,20.3,47.5,35.17,22.44
ENSMLUG00000015769,443.34,390.08,1319.15,880.9,285.04,388.67,753.48,359.09
ENSMLUG00000011262,0,23.7,0,5.97,0,0,0,0
ENSMLUG00000013275,17.45,13.15,18.83,11.79,23.42,29.5,25.49,24.49
ENSMLUG00000012147,348.84,152.09,290.74,229.79,135.48,176.34,186.62,164.06
ENSMLUG00000029371,158.44,85.96,91.1,84.66,77.92,96.19,60.66,51.32
ENSMLUG00000000717,24.2,17.8,0,32.1,0,0,0,0
ENSMLUG00000004842,0,10.45,30.4,15.73,63.73,28.7,28.13,17.21
ENSMLUG00000014270,0,0,3.66,0,0,0,0,0
ENSMLUG00000012044,3.53,0,4.84,4.65,8.8,0,4.89,11.55
ENSMLUG00000007361,0,0,13.84,31.75,0,0,0,0
ENSMLUG00000003728,62.61,17.63,17.62,18.7,60.57,35.34,80.68,92.27
ENSMLUG00000016248,21.82,0,0,0,6.65,0,25.6,0
ENSMLUG00000013730,0,0,7.93,1.57,0,0,0,0
ENSMLUG00000001546,2.31,0,0,0,0,10.97,5.04,0
ENSMLUG00000000871,60.36,48.74,65.86,76.44,66.82,74.59,50.5,44.25
ENSMLUG00000017296,0,114.28,84.7,105.34,76.03,180.88,84.52,115.12
ENSMLUG00000004909,35.74,13.99,28.85,31.2,62.1,18.79,17.33,22.31
ENSMLUG00000016668,0,0,0,2.28,0,0,0,0
ENSMLUG00000002778,0,0,7.12,17.59,14.05,21.29,20.15,6.79
ENSMLUG00000007356,109.49,77.42,133.65,118.11,54.93,70.85,70.37,56.54
ENSMLUG00000002938,21.53,19.02,11.2,10.77,106.2,20.86,39.09,33.57
ENSMLUG00000007771,36.55,22.1,5.21,7.47,19.69,23.06,46.28,23.18
ENSMLUG00000007101,24.97,25.4,52.21,32.13,22.75,35.56,22.5,28.95
ENSMLUG00000006386,83.28,18.4,16.41,16.47,204.82,72.18,47.17,48.2
ENSMLUG00000016726,0,4.39,9.12,7.49,18.16,16.38,0,6.83
ENSMLUG00000002195,98.37,51.21,51.41,34.02,87.89,68.42,53.56,57.76
ENSMLUG00000014942,2.5,0,22.56,0,0,20.45,0,0
ENSMLUG00000013303,15.65,10.58,9.21,5.17,29.2,16.91,19.45,12.67
ENSMLUG00000028998,4.51,0,0,0.82,0,0,0,0
ENSMLUG00000002183,20.7,14.34,33.6,13.32,25.63,11.14,11.49,9.48
ENSMLUG00000014771,48.08,22.34,13.27,11.42,19.63,31.09,19.43,13.59
ENSMLUG00000029078,313.45,278.36,287.83,349.4,410.88,304.07,419.46,384.11
ENSMLUG00000012934,13.88,8.54,2.75,4.23,8.16,24.83,12.83,17.38
ENSMLUG00000010155,178.58,152.38,172.88,88.32,96.65,87.41,167.96,60.66
ENSMLUG00000003586,33.27,14.36,16.89,13.79,17.69,29.92,26.39,14.27
ENSMLUG00000017738,41.72,41.23,25.22,41.72,34.82,19.74,17.11,16.93
ENSMLUG00000011328,61.03,95.76,78.81,63.8,83.47,130.48,112.05,119.42
ENSMLUG00000009951,7.18,0,4.65,7.15,11.02,12.4,6.99,0
ENSMLUG00000010755,8.89,0,6.48,6.01,7.58,23.76,12.29,10.4
ENSMLUG00000015318,10.89,4.52,48.7,34.21,8.18,14.1,10.71,7.84
ENSMLUG00000003379,0,11.68,3.83,5.14,19.39,13.81,24.32,7.04
ENSMLUG00000004442,0,0,22.6,14.63,0,0,0,0
ENSMLUG00000004721,24.99,20.69,30.23,21.37,30.24,48.28,26.32,19.31
ENSMLUG00000012140,0,0,97.18,0,90.22,94.02,0,54.2
ENSMLUG00000008168,27.61,12.57,0,33,46.47,53.25,16.92,22.34
ENSMLUG00000007160,16.36,10.9,9,8.69,12.81,29.75,17.41,10.02
ENSMLUG00000009004,167.19,129.54,79.85,14.35,72.42,54.19,120.74,112.66
ENSMLUG00000001431,77.51,51.64,0,99.91,70.17,22.29,18.56,21.93
ENSMLUG00000004242,139.38,0,96.14,63.13,74.29,86.55,112.58,70.43
ENSMLUG00000028893,18.85,6.67,1.96,0,15.27,16.51,14.25,0
ENSMLUG00000001545,0,0,4.5,6.83,8.29,16.55,7.7,0
ENSMLUG00000009617,13.64,0,0,0,0,0,0,0
ENSMLUG00000000425,22.91,9.03,6.65,10.25,16.31,0,23.54,12.55
ENSMLUG00000000080,249.06,119.76,426.12,520.32,248.25,229.56,275.99,212.09
ENSMLUG00000009351,0,5.72,4.76,7.79,0,0,0,0
ENSMLUG00000015334,0,4.56,0,0,0,0,0,7.5
ENSMLUG00000007421,25.38,17.51,19.48,51.96,48.26,22.9,13.72,12.56
ENSMLUG00000001305,0,11.84,0,0,0,0,0,0
ENSMLUG00000014417,0,9.11,8.13,0,0,0,12.64,0
ENSMLUG00000016224,13.51,7.16,7.54,9.14,12.34,16.78,18.27,23.64
ENSMLUG00000009442,22.76,7.32,6.82,8.03,19.18,7.47,37.72,45.03
ENSMLUG00000004555,8.72,46.73,6.75,6.77,14.51,145.45,0,20.26
ENSMLUG00000003438,54.95,46.2,62.15,52.52,53.93,53.93,64.1,48.16
ENSMLUG00000012130,3.3,5.26,3.65,4.76,4.18,3.1,0,0
ENSMLUG00000000360,154.99,75.62,77.76,89.08,100.15,186.01,108.95,58
ENSMLUG00000004766,32.38,26.97,31.07,14.88,165.61,84.52,21.17,10.37
ENSMLUG00000017770,0,0,0,5.35,0,0,0,4.62
ENSMLUG00000028471,0,0,2.66,4.63,5.2,0,0,6.24
ENSMLUG00000015273,20.34,0,5.22,11.5,34.95,0,24.54,10.91
ENSMLUG00000016418,56.83,58.19,54.89,53.5,52.92,47.31,78.32,63
ENSMLUG00000014277,35.96,74.16,60.17,45.25,34.78,236.4,56.77,24.62
ENSMLUG00000006433,13.53,13.25,19.37,16.61,46.86,0,0,0
ENSMLUG00000007123,0,9.15,15.61,6.34,11.8,0,0,0
ENSMLUG00000014960,13.89,12.09,10.54,16.19,21.85,54.73,42.19,31.74
ENSMLUG00000013464,31.81,22.6,51.62,48.24,28.56,27.78,20.23,26.43
ENSMLUG00000006901,34.52,60.44,82.26,110.39,63.03,83.27,53.97,78.74
ENSMLUG00000013941,18.09,5.05,5.05,8.55,13.28,37.7,10.12,10.49
ENSMLUG00000001231,78.84,45.17,88.62,76.44,57.44,68.69,98.01,59.28
ENSMLUG00000003177,106.39,69.63,130.05,79.12,126.35,85.17,99.38,83
ENSMLUG00000000293,0,0,3.21,8.14,20.6,0,0,0
ENSMLUG00000001854,0,0,0,6.53,20.81,6.87,6.22,11.6
ENSMLUG00000026150,0,0,20.96,17.03,15.33,13.33,0,0
ENSMLUG00000009654,33.33,5.51,4.55,5.63,15.29,13.57,4.27,3.84
ENSMLUG00000010678,0,4.49,0,5.05,18.43,0,15.17,10.87
ENSMLUG00000029908,0,8.24,8.67,8.74,17.11,12.83,16.03,21.42
ENSMLUG00000010095,47.64,10.63,19.62,31.21,26.16,41.26,13.35,15.39
ENSMLUG00000003348,100.46,45.11,33.55,26.11,55.81,57.32,92.52,73.29
ENSMLUG00000017651,33.74,35.86,37.84,9.79,23.55,50.83,27.83,99.31
ENSMLUG00000016834,30.29,29.39,30.22,34.71,57.96,48.91,23.2,24.47
ENSMLUG00000008909,0,0,9.96,7.4,12.92,0,0,0
ENSMLUG00000017345,0,0,3.02,2.96,0,16.74,0,6.86
ENSMLUG00000022258,13.11,6.5,7.89,16.28,10.75,18.44,21.97,8.47
ENSMLUG00000022206,5.57,15.26,12.55,15.51,9.37,36.64,22.82,9.26
ENSMLUG00000027767,0,0,4.13,3.58,5.45,11.43,0,0.92
ENSMLUG00000014169,17.43,13.75,8.38,11.82,0,8.7,9.06,6.64
ENSMLUG00000014493,0,18.26,25.55,9.55,10.76,0,49.53,100.49
ENSMLUG00000011693,0,0,5.67,14.58,25.06,12.67,0,6.83
ENSMLUG00000007108,37.41,15.6,33.81,44.06,49.37,68.2,46.57,44.91
ENSMLUG00000013342,50.55,42.22,27.3,19.59,52.71,32.69,53.71,54.9
ENSMLUG00000029965,14.64,27.94,9.96,21.39,20.71,13.67,8,13
ENSMLUG00000007039,0,20.76,5.93,4.93,0,0,4.81,8.23
ENSMLUG00000005062,0,0,0,0,10.97,0,0,0
ENSMLUG00000006298,441.9,354.98,304.25,87.43,231.11,151.59,249.14,330.9
ENSMLUG00000002945,0,0,0,0,0,0,0,2.54
ENSMLUG00000014986,61.44,78.32,35.6,29.46,61.74,52.67,100.2,34.44
ENSMLUG00000016818,31.87,14.5,16.42,15.27,24.03,14.15,31.24,16.95
ENSMLUG00000009706,16.62,0,24.18,15.33,0,11.62,12.9,16.12
ENSMLUG00000005628,85.17,104.4,79.98,48.37,61.54,95.33,115.54,86.55
ENSMLUG00000011285,231.47,131.67,147.24,62.38,236.7,228.64,80.41,105.65
ENSMLUG00000028566,2.93,0,0,0,0,0,0,0
ENSMLUG00000015818,0,49.75,25.88,20.75,27.48,0,21.76,34.29
ENSMLUG00000001348,7.07,7.11,9.6,15.04,28.19,18.21,30.89,6.76
ENSMLUG00000009554,127.03,132.81,117.24,55.34,67.04,66.42,137.39,72.8
ENSMLUG00000017631,0,0,12.52,0,0,0,37.3,0
ENSMLUG00000000161,0,0,0,0,0,0,0,2.21
ENSMLUG00000016401,10.48,8.36,4.49,7.23,6.31,5.88,5.46,3.73
ENSMLUG00000017494,0,14.66,39.36,34.73,22.72,21.25,8.07,16.12
ENSMLUG00000023448,4.34,0,14.3,15.03,0,0,0,0
ENSMLUG00000016979,38.84,40.07,35.97,23.95,20.78,62.92,57.73,51.94
ENSMLUG00000003088,0,0,22.57,11.77,0,0,0,0
ENSMLUG00000000531,0,0,0,3.42,0,0,0,0
ENSMLUG00000014373,88.52,37.62,90.78,58.43,83.47,55.24,61.14,52.22
ENSMLUG00000005229,0,7.32,28.24,31.09,21.22,32.95,22.07,10.81
ENSMLUG00000007880,0,14.69,12.13,12.99,19.48,23.79,21.61,20.57
ENSMLUG00000003519,77.83,58.34,93.45,43.93,78.73,90.13,100.63,94.98
ENSMLUG00000004301,35.06,21.35,18.98,33.59,20.21,39.12,31.64,34.2
ENSMLUG00000002746,21.6,9.86,0,8.63,0,0,13.93,9.18
ENSMLUG00000002132,31.29,39.87,66.39,6.55,50.08,20.34,25.89,19.22
ENSMLUG00000010869,15.58,19.1,0,0,0,0,22.99,10.89
ENSMLUG00000003978,93.58,8985.43,25.82,21.48,37.55,18.47,20.96,20.98
ENSMLUG00000011752,15.72,6.83,7.54,14.02,15.12,20.61,9.41,13.27
ENSMLUG00000005262,28.04,18.23,20.91,79.53,52.39,52.91,21.01,18.75
ENSMLUG00000009052,12.81,11.46,12.25,13.89,11.4,16.32,10.67,13.56
ENSMLUG00000008347,34.32,28.96,43.41,41.28,37.16,0,55.62,34.39
ENSMLUG00000005547,25.26,65.85,37.31,29.91,42.28,42.91,34.93,27.98
ENSMLUG00000009401,0,0,0,0,14.69,0,0,0
ENSMLUG00000017445,0,34.65,25.65,19.21,56.47,60.73,0,0
ENSMLUG00000013549,49.19,45.73,48.57,36.75,62.87,29.47,31.37,35.87
ENSMLUG00000023700,9.05,6.54,4.04,6.87,14.05,8.52,16.27,7.01
ENSMLUG00000001288,204.58,82.69,84.71,107.49,133.53,114.45,62.42,68.66
ENSMLUG00000007821,65.94,74.84,120.01,108.42,90.69,50.44,57.16,42.52
ENSMLUG00000001036,38.06,14.86,18.53,9.65,29.57,30.15,17.73,18.9
ENSMLUG00000016882,68.7,70.86,144.43,63.23,86.99,95.43,32.82,55.2
ENSMLUG00000007158,120.07,199.77,0,0,0,0,0,0
ENSMLUG00000000676,0,0,0,4.54,13.45,0,16.73,8.84
ENSMLUG00000011061,58.15,141.3,106.11,67.08,42.26,60.87,97.07,70.69
ENSMLUG00000008403,17.44,8.82,8.65,7.94,16.49,20.4,12.93,17.42
ENSMLUG00000027193,44.44,42.28,18.4,19.46,50.95,0,31.43,20.05
ENSMLUG00000016718,0,13.31,0,0,0,0,10.05,0
ENSMLUG00000015990,0,0,4.36,2.84,13.12,0,8.32,0
ENSMLUG00000002260,7.46,23.93,19.97,16.96,11.19,16.95,0,5.68
ENSMLUG00000016981,8.51,5.26,4.48,5.31,9.87,0,9.76,5.04
ENSMLUG00000016329,47.49,15.75,6.96,6.69,16.46,19.7,13.32,23.6
ENSMLUG00000008667,56.55,69.79,61.28,44.63,44.78,135.27,73.85,85.47
ENSMLUG00000001875,8.31,3.8,7.94,9.3,15.4,27.7,9.18,8.76
ENSMLUG00000005936,69.59,41.81,25.31,60.81,94.89,181.37,48.82,69.92
ENSMLUG00000006684,30.33,41.67,22.94,10.49,65.49,21.33,21.23,17.06
ENSMLUG00000011561,9.37,0,5.31,6.21,0,13,0,0
ENSMLUG00000015684,28.5,35.03,30.64,22.18,18.96,19.09,29.38,27.41
ENSMLUG00000011045,51.26,38,61.31,47.73,57.85,58.45,45.67,41.93
ENSMLUG00000009491,79.33,43.21,86.88,64.19,61.84,84.28,78.85,67.92
ENSMLUG00000001429,0,0,0,0,0,24.56,12.71,0
ENSMLUG00000004642,3.08,11.76,5.89,8.3,13.77,43.18,10.78,23.36
ENSMLUG00000013208,0,5.5,21.8,7.46,26.31,31.11,0,0
ENSMLUG00000005715,47.71,70.26,189.44,161.76,102.84,106.95,78.75,71.34
ENSMLUG00000000860,0,77.74,84.09,34.8,97.23,90.62,244.9,161.53
ENSMLUG00000015413,0,17.42,17.16,18.69,0,55.25,42.25,16.95
ENSMLUG00000013091,66.12,45.58,109.25,136.72,23.99,96.69,242.2,157.13
ENSMLUG00000011415,59.32,29.98,83.91,16.57,0,31.19,27.95,99.06
ENSMLUG00000000996,14.96,5.72,15.79,18.85,12.61,17.62,11.25,10.29
ENSMLUG00000004168,12.51,5.05,14.65,14.71,13.05,30.56,24.82,8.22
ENSMLUG00000004889,5.57,7.21,0,2.3,17.76,15.64,8.91,22.74
ENSMLUG00000017041,11.56,15.42,10.11,10.79,30.2,15.21,14.47,12.28
ENSMLUG00000003688,0,0,23.97,17.09,0,0,0,0
ENSMLUG00000011227,15.96,10.12,14.23,11.66,22.81,20.61,15.96,19.82
ENSMLUG00000028750,19.75,8.35,14.14,12.83,20.92,23.11,20.32,23.97
ENSMLUG00000007435,0,0,0,0,3.23,0,0,2.8
ENSMLUG00000014667,0,0,9.04,61.57,0,0,0,0
ENSMLUG00000016801,26.32,15.79,41.55,26.91,32.3,26.22,43.29,23.56
ENSMLUG00000011329,8.23,4.7,0,9.61,7.85,10.44,0,3.86
ENSMLUG00000011313,19.21,0,5.69,0,47.41,20.15,33.37,0
ENSMLUG00000001606,39.48,0,0,0,0,0,0,0
ENSMLUG00000013778,28.2,14.43,35.68,18.53,72.48,54.94,29.02,15.79
